"model","comparison","pval","W","comparison_difference"
"kde / rangebagging","GLM unweighted",0.876259440665771,548,-0.00836303639247771
"kde / rangebagging","IWLR-GAM",0.876259440665771,574,0.00890700948350553
"kde / rangebagging","IWLR-GLM",0.975157152711856,558,0.000518417495401935
"kde / rangebagging","Lasso",0.945379177609161,567,0.0032143835150451
"kde / rangebagging","MARS unweighted",0.274452757895528,649,0.038331334651283
"kde / rangebagging","MaxEnt",0.905799077087113,551,-0.0101489101086689
"kde / rangebagging","MaxEnt tuned2",0.935467863931565,568,0.00212264210913904
"kde / rangebagging","MaxNet",0.788811309938131,539,-0.00907271163712375
"kde / rangebagging","RF",0.00121636456196855,815,0.109698766401804
"kde / rangebagging","RF down-sampled",0.955298839264313,556,0.00413539552231212
"kde / rangebagging","Ridge regression",0.935467863931565,568,0.00447073813429688
"kde / rangebagging","SVM",0.170763036358973,671,0.0615718485467278
"kde / rangebagging","SVM weighted",0.676348683536972,595,0.0321354966013452
"kde / rangebagging","XGBoost",0.297108767808305,645,0.0408144326830276
"kde / gaussian","rangebagging / rangebagging",0.446748475789901,437,-0.0234242662370077
"kde / gaussian","rangebagging / gaussian",0.0105309514906496,699,0.112348588223086
"kde / gaussian","rangebagging / kde",0.0640602952615867,648,0.0760926761118578
"kde / gaussian","rangebagging / vine",0.00431565445712315,720,0.125839360973239
"kde / gaussian","rangebagging / lobagoc",0.68359086848151,541,0.0222252615858218
"kde / gaussian","gaussian / rangebagging",0.965225336216905,565,0.00198067483586328
"kde / gaussian","gaussian / gaussian",0.817726712055819,580,0.00661473856064621
"kde / gaussian","gaussian / kde",0.79842002373731,540,-0.00979927442926387
"kde / gaussian","gaussian / vine",0.77923418617418,584,0.0112110851031947
"kde / gaussian","gaussian / lobagoc",0.640255167455939,599,0.0229785656348162
"kde / gaussian","kde / rangebagging",0.907851082514503,568,-0.00568134485012639
"kde / gaussian","kde / gaussian",1,578,0
"kde / gaussian","kde / kde",0.873311417290775,564.5,-0.0085059283665555
"kde / gaussian","kde / vine",0.946572514110078,584,0.00131990757180189
"kde / gaussian","kde / lobagoc",0.604375247195076,621,0.0206455984785474
"kde / gaussian","vine / rangebagging",0.866448517188087,547,-0.00842337506978319
"kde / gaussian","vine / gaussian",0.808058953562202,541,-0.0115536511201383
"kde / gaussian","vine / kde",0.79842002373731,540,-0.0114869146864761
"kde / gaussian","vine / vine",0.876259440665771,548,-0.00695724683231913
"kde / gaussian","vine / lobagoc",0.737521266198348,606,0.0157268574573801
"kde / gaussian","lobagoc / rangebagging",0.0723314521015957,644,0.0741015662087532
"kde / gaussian","lobagoc / gaussian",0.136385805967808,582,0.0636845009646638
"kde / gaussian","lobagoc / kde",0.0772218291342163,662,0.0717265553205159
"kde / gaussian","lobagoc / vine",0.0910833187399907,596,0.0701871349431989
"kde / gaussian","lobagoc / lobagoc",0.0335234345674181,731,0.0856686012016863
"kde / gaussian","rangebagging / none",0.804790578150303,491,-0.00459516682153938
"kde / gaussian","gaussian / none",0.965225336216905,565,0.00196142530624033
"kde / gaussian","kde / none",0.907851082514503,568,-0.00569998139317562
"kde / gaussian","vine / none",0.866448517188087,547,-0.00844620482264569
"kde / gaussian","lobagoc / none",0.136385805967808,582,0.0629515069030152
"kde / gaussian","ulsif",0.985418906986411,576,0.000985169831183574
"kde / gaussian","rulsif",0.850199619127464,562,-0.0064913780835214
"kde / gaussian","maxnet",0.612917051869047,536,-0.0288636829142119
"kde / gaussian","biomod",0.876259440665771,574,0.00107868823709478
"kde / gaussian","BRT",0.905799077087113,571,0.00429536167773548
"kde / gaussian","cforest",0.128164484602941,683,0.0554112525194903
"kde / gaussian","cforest weighted",0.227823785024488,658,0.0441118626099853
"kde / gaussian","Ensemble",0.886089157954022,549,-0.0099315388515222
"kde / gaussian","GAM",0.760180134556292,586,0.015904423582689
"kde / gaussian","GLM",0.702082383282301,530,-0.0195173523158735
"kde / gaussian","GLM unweighted",0.846888898082995,545,-0.0140443812426041
"kde / gaussian","IWLR-GAM",0.955298839264313,566,0.00322566463337914
"kde / gaussian","IWLR-GLM",0.98509277059201,559,-0.00516292735472446
"kde / gaussian","Lasso",0.995030669990973,560,-0.00246696133508129
"kde / gaussian","MARS unweighted",0.379020603945962,632,0.0326499898011566
"kde / gaussian","MaxEnt",0.769690012520115,537,-0.0158302549587953
"kde / gaussian","MaxEnt tuned2",0.995030669990973,560,-0.00355870274098735
"kde / gaussian","MaxNet",0.773001605525786,537.5,-0.0147540564872501
"kde / gaussian","RF",0.00560513359972333,780,0.104017421551678
"kde / gaussian","RF down-sampled",0.886089157954022,549,-0.00154594932781427
"kde / gaussian","Ridge regression",0.995030669990973,560,-0.00121060671582951
"kde / gaussian","SVM",0.258244764163355,652,0.0558905036966014
"kde / gaussian","SVM weighted",0.722509952758262,590,0.0264541517512188
"kde / gaussian","XGBoost",0.392737995559842,630,0.0351330878329013
"kde / kde","rangebagging / rangebagging",0.515090738270485,445,-0.0149183378704522
"kde / kde","rangebagging / gaussian",0.00471712173007452,718,0.120854516589641
"kde / kde","rangebagging / kde",0.0482436028839432,657,0.0845986044784133
"kde / kde","rangebagging / vine",0.00145661181843946,743,0.134345289339794
"kde / kde","rangebagging / lobagoc",0.597516979568313,550,0.0307311899523773
"kde / kde","gaussian / rangebagging",0.856657851390689,576,0.0104866032024188
"kde / kde","gaussian / gaussian",0.703914463493095,592,0.0151206669272017
"kde / kde","gaussian / kde",0.886089157954022,549,-0.00129334606270837
"kde / kde","gaussian / vine",0.731869501456971,589,0.0197170134697502
"kde / kde","gaussian / lobagoc",0.537157647912136,611,0.0314844940013717
"kde / kde","kde / rangebagging",0.995139398353451,579,0.00282458351642911
"kde / kde","kde / gaussian",0.873311417290775,591.5,0.0085059283665555
"kde / kde","kde / kde",1,578,0
"kde / kde","kde / vine",0.759116056024442,603.5,0.0098258359383574
"kde / kde","kde / lobagoc",0.522023134865122,631,0.0291515268451029
"kde / kde","vine / rangebagging",0.995030669990973,560,8.25532967723142e-05
"kde / kde","vine / gaussian",0.955298839264313,556,-0.00304772275358278
"kde / kde","vine / kde",0.955298839264313,556,-0.00298098631992061
"kde / kde","vine / vine",0.995030669990971,562,0.00154868153423637
"kde / kde","vine / lobagoc",0.570748383593253,625,0.0242327858239356
"kde / kde","lobagoc / rangebagging",0.0467055200650943,658,0.0826074945753087
"kde / kde","lobagoc / gaussian",0.09961953302186,593,0.0721904293312193
"kde / kde","lobagoc / kde",0.0392485995010716,684,0.0802324836870714
"kde / kde","lobagoc / vine",0.068906367792295,605,0.0786930633097545
"kde / kde","lobagoc / lobagoc",0.0157694282629651,754,0.0941745295682418
"kde / kde","rangebagging / none",0.888453186665806,499,0.00391076154501613
"kde / kde","gaussian / none",0.856657851390689,576,0.0104673536727958
"kde / kde","kde / none",0.995139398353451,579,0.00280594697337988
"kde / kde","vine / none",0.995030669990973,560,5.97235439098176e-05
"kde / kde","lobagoc / none",0.105651028942443,591,0.0714574352695707
"kde / kde","ulsif",0.985418906986411,580,0.00949109819773908
"kde / kde","rulsif",0.975700551085756,575,0.0020145502830341
"kde / kde","maxnet",0.647596584329815,540,-0.0203577545476564
"kde / kde","biomod",0.77923418617418,584,0.00958461660365029
"kde / kde","BRT",0.760180134556292,586,0.012801290044291
"kde / kde","cforest",0.0604966228990763,711,0.0639171808860458
"kde / kde","cforest weighted",0.155535853781747,675,0.0526177909765408
"kde / kde","Ensemble",0.995030669990971,562,-0.0014256104849667
"kde / kde","GAM",0.676348683536972,595,0.0244103519492445
"kde / kde","GLM",0.816526472816514,542,-0.011011423949318
"kde / kde","GLM unweighted",0.817726712055819,542,-0.00553845287604859
"kde / kde","IWLR-GAM",0.856657851390689,576,0.0117315929999346
"kde / kde","IWLR-GLM",0.955298839264313,556,0.00334300101183105
"kde / kde","Lasso",0.886089157954022,573,0.00603896703147422
"kde / kde","MARS unweighted",0.274452757895528,649,0.0411559181677121
"kde / kde","MaxEnt",0.886089157954022,549,-0.0073243265922398
"kde / kde","MaxEnt tuned2",0.915676311742941,570,0.00494722562556815
"kde / kde","MaxNet",0.821400388624642,542.5,-0.00624812812069464
"kde / kde","RF",0.00160725158589474,809,0.112523349918233
"kde / kde","RF down-sampled",0.975157152711856,564,0.00695997903874124
"kde / kde","Ridge regression",0.895936196775682,572,0.00729532165072599
"kde / kde","SVM",0.163017250123694,673,0.0643964320631569
"kde / kde","SVM weighted",0.622511898557088,601,0.0349600801177743
"kde / kde","XGBoost",0.314888142059931,642,0.0436390161994568
"kde / vine","rangebagging / rangebagging",0.406758805837857,432,-0.0247441738088096
"kde / vine","rangebagging / gaussian",0.00894805213733753,703,0.111028680651284
"kde / vine","rangebagging / kde",0.0660522455211283,647,0.0747727685400559
"kde / vine","rangebagging / vine",0.00248506710739615,732,0.124519453401437
"kde / vine","rangebagging / lobagoc",0.743406913924468,535,0.0209053540140199
"kde / vine","gaussian / rangebagging",0.945379177609161,555,0.00066076726406139
"kde / vine","gaussian / gaussian",0.895936196775682,572,0.00529483098884431
"kde / vine","gaussian / kde",0.713191191016001,531,-0.0111191820010658
"kde / vine","gaussian / vine",0.866448517188087,575,0.00989117753139279
"kde / vine","gaussian / lobagoc",0.731869501456971,589,0.0216586580630143
"kde / vine","kde / rangebagging",0.850199619127464,562,-0.00700125242192828
"kde / vine","kde / gaussian",0.946572514110078,572,-0.00131990757180189
"kde / vine","kde / kde",0.759116056024442,552.5,-0.0098258359383574
"kde / vine","kde / vine",1,578,0
"kde / vine","kde / lobagoc",0.710101802939085,609,0.0193256909067455
"kde / vine","vine / rangebagging",0.788811309938131,539,-0.00974328264158508
"kde / vine","vine / gaussian",0.722509952758262,532,-0.0128735586919402
"kde / vine","vine / kde",0.769690012520115,537,-0.012806822258278
"kde / vine","vine / vine",0.856657851390689,546,-0.00827715440412102
"kde / vine","vine / lobagoc",0.765274375066755,603,0.0144069498855782
"kde / vine","lobagoc / rangebagging",0.10530197672075,631,0.0727816586369513
"kde / vine","lobagoc / gaussian",0.160373406175689,576,0.0623645933928619
"kde / vine","lobagoc / kde",0.0890516009910405,657,0.070406647748714
"kde / vine","lobagoc / vine",0.105651028942443,591,0.0688672273713971
"kde / vine","lobagoc / lobagoc",0.0403147181737689,725,0.0843486936298844
"kde / vine","rangebagging / none",0.713281643756192,482,-0.00591507439334127
"kde / vine","gaussian / none",0.945379177609161,555,0.000641517734438435
"kde / vine","kde / none",0.850199619127464,562,-0.00701988896497752
"kde / vine","vine / none",0.788811309938131,539,-0.00976611239444758
"kde / vine","lobagoc / none",0.169029521557047,574,0.0616315993312133
"kde / vine","ulsif",0.821648233069187,559,-0.000334737740618318
"kde / vine","rulsif",0.755988282083196,552,-0.0078112856553233
"kde / vine","maxnet",0.498477708836822,522,-0.0301835904860138
"kde / vine","biomod",0.915676311742941,570,-0.00024121933470711
"kde / vine","BRT",0.945379177609161,567,0.00297545410593358
"kde / vine","cforest",0.113035169388083,688,0.0540913449476884
"kde / vine","cforest weighted",0.237670745744033,656,0.0427919550381834
"kde / vine","Ensemble",0.846888898082995,545,-0.0112514464233241
"kde / vine","GAM",0.876259440665771,574,0.0145845160108871
"kde / vine","GLM",0.638140418897503,523,-0.0208372598876754
"kde / vine","GLM unweighted",0.66725219516302,526,-0.015364288814406
"kde / vine","IWLR-GAM",0.98509277059201,559,0.00190575706157725
"kde / vine","IWLR-GLM",0.817726712055819,542,-0.00648283492652635
"kde / vine","Lasso",0.975157152711856,558,-0.00378686890688318
"kde / vine","MARS unweighted",0.42104786712808,626,0.0313300822293547
"kde / vine","MaxEnt",0.703914463493095,530,-0.0171501625305972
"kde / vine","MaxEnt tuned2",0.975157152711856,558,-0.00487861031278924
"kde / vine","MaxNet",0.640255167455939,523,-0.016073964059052
"kde / vine","RF",0.00560513359972333,780,0.102697513979876
"kde / vine","RF down-sampled",0.886089157954022,549,-0.00286585689961616
"kde / vine","Ridge regression",0.945379177609161,555,-0.0025305142876314
"kde / vine","SVM",0.252990611914929,653,0.0545705961247995
"kde / vine","SVM weighted",0.77923418617418,584,0.0251342441794169
"kde / vine","XGBoost",0.413861867774947,627,0.0338131802610994
"kde / lobagoc","rangebagging / rangebagging",0.14659405681838,387,-0.0440698647155551
"kde / lobagoc","rangebagging / gaussian",0.0235068892607908,678,0.0917029897445382
"kde / lobagoc","rangebagging / kde",0.17326617509153,612,0.0554470776333104
"kde / lobagoc","rangebagging / vine",0.00667589790921598,710,0.105193762494691
"kde / lobagoc","rangebagging / lobagoc",0.877908235903768,498,0.00157966310727442
"kde / lobagoc","gaussian / rangebagging",0.545425464674088,512,-0.0186649236426841
"kde / lobagoc","gaussian / gaussian",0.760180134556292,536,-0.0140308599179012
"kde / lobagoc","gaussian / kde",0.352472291958017,486,-0.0304448729078113
"kde / lobagoc","gaussian / vine",0.69468099928365,529,-0.00943451337535273
"kde / lobagoc","gaussian / lobagoc",0.886089157954022,549,0.00233296715626874
"kde / lobagoc","kde / rangebagging",0.492159885136513,521.5,-0.0263269433286738
"kde / lobagoc","kde / gaussian",0.604375247195076,535,-0.0206455984785474
"kde / lobagoc","kde / kde",0.522023134865122,525,-0.0291515268451029
"kde / lobagoc","kde / vine",0.710101802939085,547,-0.0193256909067455
"kde / lobagoc","kde / lobagoc",1,578,0
"kde / lobagoc","vine / rangebagging",0.428305576170507,497,-0.0290689735483306
"kde / lobagoc","vine / gaussian",0.392737995559842,492,-0.0321992495986857
"kde / lobagoc","vine / kde",0.372272356600417,489,-0.0321325131650235
"kde / lobagoc","vine / vine",0.473332095121413,503,-0.0276028453108665
"kde / lobagoc","vine / lobagoc",0.802740251836421,557,-0.00491874102116729
"kde / lobagoc","lobagoc / rangebagging",0.181968673066851,610,0.0534559677302058
"kde / lobagoc","lobagoc / gaussian",0.34220338326843,544,0.0430389024861164
"kde / lobagoc","lobagoc / kde",0.183767312359216,629,0.0510809568419685
"kde / lobagoc","lobagoc / vine",0.239449615008927,560,0.0495415364646515
"kde / lobagoc","lobagoc / lobagoc",0.0846293864089728,699,0.0650230027231389
"kde / lobagoc","rangebagging / none",0.380748496358988,444,-0.0252407653000868
"kde / lobagoc","gaussian / none",0.545425464674088,512,-0.0186841731723071
"kde / lobagoc","kde / none",0.492159885136513,521.5,-0.026345579871723
"kde / lobagoc","vine / none",0.428305576170507,497,-0.0290918033011931
"kde / lobagoc","lobagoc / none",0.34220338326843,544,0.0423059084244678
"kde / lobagoc","ulsif",0.460508855500965,517,-0.0196604286473638
"kde / lobagoc","rulsif",0.389586517552375,507,-0.0271369765620688
"kde / lobagoc","maxnet",0.263604340381263,486,-0.0495092813927593
"kde / lobagoc","biomod",0.788811309938131,539,-0.0195669102414526
"kde / lobagoc","BRT",0.741268572176908,534,-0.0163502368008119
"kde / lobagoc","cforest",0.187064292739674,667,0.0347656540409429
"kde / lobagoc","cforest weighted",0.333343112632782,639,0.0234662641314379
"kde / lobagoc","Ensemble",0.504720277209224,507,-0.0305771373300696
"kde / lobagoc","GAM",0.827421899092841,543,-0.00474117489585846
"kde / lobagoc","GLM",0.383413866548035,491,-0.0401629507944209
"kde / lobagoc","GLM unweighted",0.38584257418388,491,-0.0346899797211515
"kde / lobagoc","IWLR-GAM",0.622511898557088,521,-0.0174199338451683
"kde / lobagoc","IWLR-GLM",0.52081065092559,509,-0.0258085258332719
"kde / lobagoc","Lasso",0.68549200884694,528,-0.0231125598136287
"kde / lobagoc","MARS unweighted",0.64920431610847,598,0.0120043913226092
"kde / lobagoc","MaxEnt",0.465653969181803,502,-0.0364758534373427
"kde / lobagoc","MaxEnt tuned2",0.61371989202214,520,-0.0242043012195348
"kde / lobagoc","MaxNet",0.392737995559842,492,-0.0353996549657976
"kde / lobagoc","RF",0.00438484371118315,786,0.0833718230731304
"kde / lobagoc","RF down-sampled",0.622511898557088,521,-0.0221915478063617
"kde / lobagoc","Ridge regression",0.596300252423453,518,-0.0218562051943769
"kde / lobagoc","SVM",0.496773144922321,616,0.035244905218054
"kde / lobagoc","SVM weighted",0.955298839264313,556,0.00580855327267138
"kde / lobagoc","XGBoost",0.640255167455939,599,0.0144874893543538
"vine / rangebagging","rangebagging / rangebagging",0.575071917227295,438,-0.0150008911672245
"vine / rangebagging","rangebagging / gaussian",0.00398512963093349,702,0.120771963292869
"vine / rangebagging","rangebagging / kde",0.0339875415654608,649,0.084516051181641
"vine / rangebagging","rangebagging / vine",0.00110942006293095,728,0.134262736043022
"vine / rangebagging","rangebagging / lobagoc",0.447656201145804,551,0.030648636655605
"vine / rangebagging","gaussian / rangebagging",0.75980403685992,569,0.0104040499056465
"vine / rangebagging","gaussian / gaussian",0.711777563922716,574,0.0150381136304294
"vine / rangebagging","gaussian / kde",0.928957739766869,537,-0.00137589935948068
"vine / rangebagging","gaussian / vine",0.674142287153622,578,0.0196344601729779
"vine / rangebagging","gaussian / lobagoc",0.444149905112446,605,0.0314019407045993
"vine / rangebagging","kde / rangebagging",0.945379177609161,567,0.0027420302196568
"vine / rangebagging","kde / gaussian",0.866448517188087,575,0.00842337506978319
"vine / rangebagging","kde / kde",0.995030669990971,562,-8.25532967723142e-05
"vine / rangebagging","kde / vine",0.788811309938131,583,0.00974328264158508
"vine / rangebagging","kde / lobagoc",0.428305576170507,625,0.0290689735483306
"vine / rangebagging","vine / rangebagging",1,544.5,0
"vine / rangebagging","vine / gaussian",1,544,-0.0031302760503551
"vine / rangebagging","vine / kde",0.908737756801296,535,-0.00306353961669292
"vine / rangebagging","vine / vine",1,544,0.00146612823746406
"vine / rangebagging","vine / lobagoc",0.60498234298561,603,0.0241502325271633
"vine / rangebagging","lobagoc / rangebagging",0.0255207076281729,657,0.0825249412785364
"vine / rangebagging","lobagoc / gaussian",0.0566158612293167,594,0.072107876034447
"vine / rangebagging","lobagoc / kde",0.0298724084064271,673,0.0801499303902991
"vine / rangebagging","lobagoc / vine",0.0414040970366374,603,0.0786105100129821
"vine / rangebagging","lobagoc / lobagoc",0.00994474937622783,746,0.0940919762714695
"vine / rangebagging","rangebagging / none",1,495,0.00382820824824381
"vine / rangebagging","gaussian / none",0.769526777618162,568,0.0103848003760235
"vine / rangebagging","kde / none",0.945379177609161,567,0.00272339367660757
"vine / rangebagging","vine / none",0.938660759421747,538,-2.28297528624966e-05
"vine / rangebagging","lobagoc / none",0.0647125060718901,590,0.0713748819727984
"vine / rangebagging","ulsif",0.866448517188087,575,0.00940854490096676
"vine / rangebagging","rulsif",0.955298839264313,556,0.00193199698626179
"vine / rangebagging","maxnet",0.676348683536972,527,-0.0204403078444287
"vine / rangebagging","biomod",0.664853451054568,579,0.00950206330687797
"vine / rangebagging","BRT",0.721299969283027,573,0.0127187367475187
"vine / rangebagging","cforest",0.0645287246382256,689,0.0638346275892735
"vine / rangebagging","cforest weighted",0.137568784892651,661,0.0525352376797685
"vine / rangebagging","Ensemble",0.989838113606876,543,-0.00150816378173901
"vine / rangebagging","GAM",0.467318455753701,602,0.0243277986524721
"vine / rangebagging","GLM",0.857510261957536,530,-0.0110939772460903
"vine / rangebagging","GLM unweighted",0.979677852945431,542,-0.00562100617282091
"vine / rangebagging","IWLR-GAM",0.75011858998249,570,0.0116490397031623
"vine / rangebagging","IWLR-GLM",0.828565665978071,562,0.00326044771505873
"vine / rangebagging","Lasso",0.858469963623579,559,0.0059564137347019
"vine / rangebagging","MARS unweighted",0.201104788125482,645,0.0410733648709398
"vine / rangebagging","MaxEnt",0.989838113606876,546,-0.00740687988901212
"vine / rangebagging","MaxEnt tuned2",0.888575926722445,556,0.00486467232879584
"vine / rangebagging","MaxNet",0.969520842981266,541,-0.00633068141746695
"vine / rangebagging","RF",0.00120669208417851,793,0.112440796621461
"vine / rangebagging","RF down-sampled",0.918841277458483,553,0.00687742574196892
"vine / rangebagging","Ridge regression",0.84847739207137,560,0.00721276835395368
"vine / rangebagging","SVM",0.16317807651809,654,0.0643138787663846
"vine / rangebagging","SVM weighted",0.628214797561448,583,0.034877526821002
"vine / rangebagging","XGBoost",0.295098515274806,627,0.0435564629026844
"vine / gaussian","rangebagging / rangebagging",0.594360523971461,440,-0.0118706151168694
"vine / gaussian","rangebagging / gaussian",0.00346639671932222,705,0.123902239343224
"vine / gaussian","rangebagging / kde",0.0328143511927264,650,0.0876463272319961
"vine / gaussian","rangebagging / vine",0.000898156918617089,732,0.137393012093377
"vine / gaussian","rangebagging / lobagoc",0.439493428564429,552,0.0337789127059601
"vine / gaussian","gaussian / rangebagging",0.75011858998249,570,0.0135343259560016
"vine / gaussian","gaussian / gaussian",0.664853451054568,579,0.0181683896807845
"vine / gaussian","gaussian / kde",0.959368707148424,540,0.00175437669087442
"vine / gaussian","gaussian / vine",0.664853451054568,579,0.022764736223333
"vine / gaussian","gaussian / lobagoc",0.451800017411947,604,0.0345322167549544
"vine / gaussian","kde / rangebagging",0.955298839264313,566,0.0058723062700119
"vine / gaussian","kde / gaussian",0.808058953562202,581,0.0115536511201383
"vine / gaussian","kde / kde",0.955298839264313,566,0.00304772275358278
"vine / gaussian","kde / vine",0.722509952758262,590,0.0128735586919402
"vine / gaussian","kde / lobagoc",0.392737995559842,630,0.0321992495986857
"vine / gaussian","vine / rangebagging",0.999999999999994,545,0.0031302760503551
"vine / gaussian","vine / gaussian",1,544.5,0
"vine / gaussian","vine / kde",0.939085539370815,538,6.67364336621734e-05
"vine / gaussian","vine / vine",1,544,0.00459640428781916
"vine / gaussian","vine / lobagoc",0.553755088690085,609,0.0272805085775184
"vine / gaussian","lobagoc / rangebagging",0.0255207076281729,657,0.0856552173288915
"vine / gaussian","lobagoc / gaussian",0.069100201264362,588,0.0752381520848021
"vine / gaussian","lobagoc / kde",0.0298724084064271,673,0.0832802064406541
"vine / gaussian","lobagoc / vine",0.0476817089654207,599,0.0817407860633372
"vine / gaussian","lobagoc / lobagoc",0.00994474937622783,746,0.0972222523218246
"vine / gaussian","rangebagging / none",1,495,0.00695848429859891
"vine / gaussian","gaussian / none",0.75011858998249,570,0.0135150764263786
"vine / gaussian","kde / none",0.955298839264313,566,0.00585366972696266
"vine / gaussian","vine / none",0.999999999999994,545,0.0031074462974926
"vine / gaussian","lobagoc / none",0.066877194867733,589,0.0745051580231535
"vine / gaussian","ulsif",0.925566407147902,569,0.0125388209513219
"vine / gaussian","rulsif",0.995030669990971,562,0.00506227303661688
"vine / gaussian","maxnet",0.741268572176908,534,-0.0173100317940736
"vine / gaussian","biomod",0.674142287153622,578,0.0126323393572331
"vine / gaussian","BRT",0.692866466395955,576,0.0158490127978738
"vine / gaussian","cforest",0.0573385753476202,693,0.0669649036396286
"vine / gaussian","cforest weighted",0.127578927837629,664,0.0556655137301236
"vine / gaussian","Ensemble",1,544,0.00162211226861608
"vine / gaussian","GAM",0.507358842397517,597,0.0274580747028272
"vine / gaussian","GLM",0.877692372666508,532,-0.0079637011957352
"vine / gaussian","GLM unweighted",0.989838113606876,543,-0.00249073012246581
"vine / gaussian","IWLR-GAM",0.75011858998249,570,0.0147793157535174
"vine / gaussian","IWLR-GLM",0.789078437825525,566,0.00639072376541383
"vine / gaussian","Lasso",0.908737756801296,554,0.009086689785057
"vine / gaussian","MARS unweighted",0.210331510970011,643,0.0442036409212949
"vine / gaussian","MaxEnt",0.989838113606876,543,-0.00427660383865702
"vine / gaussian","MaxEnt tuned2",0.838508781124149,561,0.00799494837915093
"vine / gaussian","MaxNet",0.969520842981266,541,-0.00320040536711186
"vine / gaussian","RF",0.000775338590410251,802,0.115571072671816
"vine / gaussian","RF down-sampled",0.888575926722445,556,0.010007701792324
"vine / gaussian","Ridge regression",0.838508781124149,561,0.0103430444043088
"vine / gaussian","SVM",0.155524303649437,656,0.0674441548167397
"vine / gaussian","SVM weighted",0.610221763418728,585,0.0380078028713571
"vine / gaussian","XGBoost",0.283417973530738,629,0.0466867389530395
"vine / kde","rangebagging / rangebagging",0.613935273411204,442,-0.0119373515505315
"vine / kde","rangebagging / gaussian",0.00330743625780013,706,0.123835502909562
"vine / kde","rangebagging / kde",0.0264694668298433,656,0.0875795907983339
"vine / kde","rangebagging / vine",0.000764533787399643,735,0.137326275659715
"vine / kde","rangebagging / lobagoc",0.407697161711855,556,0.0337121762722979
"vine / kde","gaussian / rangebagging",0.711777563922716,574,0.0134675895223394
"vine / kde","gaussian / gaussian",0.610221763418728,585,0.0181016532471223
"vine / kde","gaussian / kde",0.969520842981266,541,0.00168764025721224
"vine / kde","gaussian / vine",0.619190150028434,584,0.0226979997896708
"vine / kde","gaussian / lobagoc",0.385633595159642,613,0.0344654803212923
"vine / kde","kde / rangebagging",0.856657851390689,576,0.00580556983634972
"vine / kde","kde / gaussian",0.79842002373731,582,0.0114869146864761
"vine / kde","kde / kde",0.955298839264313,566,0.00298098631992061
"vine / kde","kde / vine",0.769690012520115,585,0.012806822258278
"vine / kde","kde / lobagoc",0.372272356600417,633,0.0321325131650235
"vine / kde","vine / rangebagging",0.908737756801296,554,0.00306353961669292
"vine / kde","vine / gaussian",0.939085539370815,551,-6.67364336621734e-05
"vine / kde","vine / kde",1,544.5,0
"vine / kde","vine / vine",0.878520792641654,557,0.00452966785415698
"vine / kde","vine / lobagoc",0.52895244832504,612,0.0272137721438562
"vine / kde","lobagoc / rangebagging",0.0237098600806914,659,0.0855884808952293
"vine / kde","lobagoc / gaussian",0.0547269957693124,595,0.0751714156511399
"vine / kde","lobagoc / kde",0.0259442658959209,677,0.083213470006992
"vine / kde","lobagoc / vine",0.0371615957696378,606,0.0816740496296751
"vine / kde","lobagoc / lobagoc",0.00958173778219606,747,0.0971555158881624
"vine / kde","rangebagging / none",0.983649258889495,493,0.00689174786493674
"vine / kde","gaussian / none",0.711777563922716,574,0.0134483399927164
"vine / kde","kde / none",0.856657851390689,576,0.00578693329330049
"vine / kde","vine / none",0.913195275304192,553.5,0.00304070986383043
"vine / kde","lobagoc / none",0.0647125060718901,590,0.0744384215894913
"vine / kde","ulsif",0.808058953562202,581,0.0124720845176597
"vine / kde","rulsif",0.955298839264313,566,0.00499553660295471
"vine / kde","maxnet",0.769690012520115,537,-0.0173767682277358
"vine / kde","biomod",0.601310722578767,586,0.0125656029235709
"vine / kde","BRT",0.674142287153622,578,0.0157822763642116
"vine / kde","cforest",0.0556475840031062,694,0.0668981672059664
"vine / kde","cforest weighted",0.141027609454887,660,0.0555987772964615
"vine / kde","Ensemble",0.989838113606876,546,0.00155537583495391
"vine / kde","GAM",0.451800017411947,604,0.0273913382691651
"vine / kde","GLM",0.847453178021002,529,-0.00803043762939737
"vine / kde","GLM unweighted",0.949223066585024,550,-0.00255746655612799
"vine / kde","IWLR-GAM",0.740471841542067,571,0.0147125793198553
"vine / kde","IWLR-GLM",0.818649569968571,563,0.00632398733175166
"vine / kde","Lasso",0.818649569968571,563,0.00901995335139483
"vine / kde","MARS unweighted",0.21505648693344,642,0.0441369044876327
"vine / kde","MaxEnt",0.979677852945431,547,-0.0043433402723192
"vine / kde","MaxEnt tuned2",0.798904465279527,565,0.00792821194548876
"vine / kde","MaxNet",0.989838113606876,546,-0.00326714180077403
"vine / kde","RF",0.00153145526639178,788,0.115504336238154
"vine / kde","RF down-sampled",0.878520792641654,557,0.00994096535866185
"vine / kde","Ridge regression",0.802525720411263,564.5,0.0102763079706466
"vine / kde","SVM",0.134174831689259,662,0.0673774183830775
"vine / kde","SVM weighted",0.574932148294548,589,0.0379410664376949
"vine / kde","XGBoost",0.250249372769056,635,0.0466200025193774
"vine / vine","rangebagging / rangebagging",0.556080082296967,436,-0.0164670194046885
"vine / vine","rangebagging / gaussian",0.00500512419550058,697,0.119305835055405
"vine / vine","rangebagging / kde",0.0316754924174022,651,0.0830499229441769
"vine / vine","rangebagging / vine",0.00167275448829128,720,0.132796607805558
"vine / vine","rangebagging / lobagoc",0.481142590622114,547,0.029182508418141
