"model","comparison","pval","W","comparison_difference"
"GLM unweighted","gaussian / vine",0.592458087502998,587,0.0252554663457988
"GLM unweighted","gaussian / lobagoc",0.475185611616126,601,0.0370229468774202
"GLM unweighted","kde / rangebagging",0.876259440665771,574,0.00836303639247771
"GLM unweighted","kde / gaussian",0.846888898082995,577,0.0140443812426041
"GLM unweighted","kde / kde",0.817726712055819,580,0.00553845287604859
"GLM unweighted","kde / vine",0.66725219516302,596,0.015364288814406
"GLM unweighted","kde / lobagoc",0.38584257418388,631,0.0346899797211515
"GLM unweighted","vine / rangebagging",0.979677852945431,547,0.00562100617282091
"GLM unweighted","vine / gaussian",0.989838113606876,546,0.00249073012246581
"GLM unweighted","vine / kde",0.949223066585024,539,0.00255746655612799
"GLM unweighted","vine / vine",0.989838113606876,546,0.00708713441028497
"GLM unweighted","vine / lobagoc",0.579106335621018,606,0.0297712386999842
"GLM unweighted","lobagoc / rangebagging",0.0237098600806914,659,0.0881459474513573
"GLM unweighted","lobagoc / gaussian",0.0605538608943399,592,0.0777288822072679
"GLM unweighted","lobagoc / kde",0.0259442658959209,677,0.08577093656312
"GLM unweighted","lobagoc / vine",0.0358310014849531,607,0.084231516185803
"GLM unweighted","lobagoc / lobagoc",0.0123914211024356,740,0.0997129824442904
"GLM unweighted","rangebagging / none",0.97275210687227,492,0.00944921442106472
"GLM unweighted","gaussian / none",0.75980403685992,569,0.0160058065488444
"GLM unweighted","kde / none",0.866448517188087,575,0.00834439984942847
"GLM unweighted","vine / none",0.979677852945431,547,0.00559817641995841
"GLM unweighted","lobagoc / none",0.0605538608943399,592,0.0769958881456193
"GLM unweighted","ulsif",0.856657851390689,576,0.0150295510737877
"GLM unweighted","rulsif",0.965225336216905,565,0.00755300315908269
"GLM unweighted","maxnet",0.788811309938131,539,-0.0148193016716078
"GLM unweighted","biomod",0.574932148294548,589,0.0151230694796989
"GLM unweighted","BRT",0.566260836855119,590,0.0183397429203396
"GLM unweighted","cforest",0.0492881768650263,698,0.0694556337620944
"GLM unweighted","cforest weighted",0.115136387820297,668,0.0581562438525894
"GLM unweighted","Ensemble",0.959368707148424,549,0.00411284239108189
"GLM unweighted","GAM",0.491132659197929,599,0.0299488048252931
"GLM unweighted","GLM",0.89288093660385,533.5,-0.00547297107326938
"GLM unweighted","GLM unweighted",1,544.5,0
"GLM unweighted","IWLR-GAM",0.711777563922716,574,0.0172700458759832
"GLM unweighted","IWLR-GLM",0.772913870082386,567.5,0.00888145388787964
"GLM unweighted","Lasso",0.772923090926906,567.5,0.0115774199075228
"GLM unweighted","MARS unweighted",0.171108405436557,652,0.0466943710437607
"GLM unweighted","MaxEnt",0.964198097392459,548.5,-0.00178587371619121
"GLM unweighted","MaxEnt tuned2",0.772923090926906,567.5,0.0104856785016167
"GLM unweighted","MaxNet",0.918841277458483,553,-0.000709675244646046
"GLM unweighted","RF",0.000815096973739678,801,0.118061802794282
"GLM unweighted","RF down-sampled",0.898648776071853,555,0.0124984319147898
"GLM unweighted","Ridge regression",0.75011858998249,570,0.0128337745267746
"GLM unweighted","SVM",0.134174831689259,662,0.0699348849392055
"GLM unweighted","SVM weighted",0.507358842397517,597,0.0404985329938229
"GLM unweighted","XGBoost",0.272050382373879,631,0.0491774690755054
"IWLR-GAM","rangebagging / rangebagging",0.369165785434133,414,-0.0266499308703868
"IWLR-GAM","rangebagging / gaussian",0.00743836249866046,688,0.109122923589706
"IWLR-GAM","rangebagging / kde",0.0580906718055177,633,0.0728670114784786
"IWLR-GAM","rangebagging / vine",0.00273490330350959,710,0.12261369633986
"IWLR-GAM","rangebagging / lobagoc",0.748094875671762,519,0.0189995969524427
"IWLR-GAM","gaussian / rangebagging",0.959368707148424,540,-0.00124498979751586
"IWLR-GAM","gaussian / gaussian",0.898648776071853,555,0.00338907392726706
"IWLR-GAM","gaussian / kde",0.70229929278773,514,-0.013024939062643
"IWLR-GAM","gaussian / vine",0.888575926722445,556,0.00798542046981554
"IWLR-GAM","gaussian / lobagoc",0.664853451054568,579,0.019752901001437
"IWLR-GAM","kde / rangebagging",0.876259440665771,548,-0.00890700948350553
"IWLR-GAM","kde / gaussian",0.955298839264313,556,-0.00322566463337914
"IWLR-GAM","kde / kde",0.856657851390689,546,-0.0117315929999346
"IWLR-GAM","kde / vine",0.98509277059201,563,-0.00190575706157725
"IWLR-GAM","kde / lobagoc",0.622511898557088,601,0.0174199338451683
"IWLR-GAM","vine / rangebagging",0.75011858998249,519,-0.0116490397031623
"IWLR-GAM","vine / gaussian",0.75011858998249,519,-0.0147793157535174
"IWLR-GAM","vine / kde",0.740471841542067,518,-0.0147125793198553
"IWLR-GAM","vine / vine",0.80876200388231,525,-0.0101829114656983
"IWLR-GAM","vine / lobagoc",0.760180134556292,586,0.012501192824001
"IWLR-GAM","lobagoc / rangebagging",0.0841562147223406,621,0.070875901575374
"IWLR-GAM","lobagoc / gaussian",0.16809900535345,558,0.0604588363312847
"IWLR-GAM","lobagoc / kde",0.0738536420876495,645,0.0685008906871367
"IWLR-GAM","lobagoc / vine",0.103788846401732,575,0.0669614703098198
"IWLR-GAM","lobagoc / lobagoc",0.0414389170795868,704,0.0824429365683071
"IWLR-GAM","rangebagging / none",0.666784134574173,463,-0.00782083145491852
"IWLR-GAM","gaussian / none",0.959368707148424,540,-0.00126423932713882
"IWLR-GAM","kde / none",0.886089157954022,549,-0.00892564602655477
"IWLR-GAM","vine / none",0.75011858998249,519,-0.0116718694560248
"IWLR-GAM","lobagoc / none",0.186806838595786,554,0.0597258422696361
"IWLR-GAM","ulsif",0.79842002373731,540,-0.00224049480219557
"IWLR-GAM","rulsif",0.731869501456971,533,-0.00971704271690055
"IWLR-GAM","maxnet",0.570596395448182,515,-0.0320893475475911
"IWLR-GAM","biomod",0.782756303404922,566.5,-0.00214697639628436
"IWLR-GAM","BRT",0.828565665978071,562,0.00106969704435633
"IWLR-GAM","cforest",0.112177859109593,669,0.0521855878861112
"IWLR-GAM","cforest weighted",0.205681081961385,644,0.0408861979766062
"IWLR-GAM","Ensemble",0.928957739766869,537,-0.0131572034849013
"IWLR-GAM","GAM",0.664853451054568,579,0.0126787589493098
"IWLR-GAM","GLM",0.635136136661066,507,-0.0227430169492526
"IWLR-GAM","GLM unweighted",0.711777563922716,515,-0.0172700458759832
"IWLR-GAM","IWLR-GAM",1,544.5,0
"IWLR-GAM","IWLR-GLM",0.84847739207137,529,-0.0083885919881036
"IWLR-GAM","Lasso",0.989838113606876,543,-0.00569262596846043
"IWLR-GAM","MARS unweighted",0.385633595159642,613,0.0294243251677775
"IWLR-GAM","MaxEnt",0.84847739207137,529,-0.0190559195921745
"IWLR-GAM","MaxEnt tuned2",0.989838113606876,546,-0.0067843673743665
"IWLR-GAM","MaxNet",0.730865178428875,517,-0.0179797211206293
"IWLR-GAM","RF",0.0042929614573214,765,0.100791756918299
"IWLR-GAM","RF down-sampled",0.933565374735719,537.5,-0.00477161396119341
"IWLR-GAM","Ridge regression",0.949223066585024,550,-0.00443627134920865
"IWLR-GAM","SVM",0.250249372769056,635,0.0526648390632223
"IWLR-GAM","SVM weighted",0.80876200388231,564,0.0232284871178396
"IWLR-GAM","XGBoost",0.351543271625767,618,0.0319074231995221
"IWLR-GLM","rangebagging / rangebagging",0.399951617101956,418,-0.0182613388822832
"IWLR-GLM","rangebagging / gaussian",0.00547422196302137,695,0.11751151557781
"IWLR-GLM","rangebagging / kde",0.0403961269561903,644,0.0812556034665822
"IWLR-GLM","rangebagging / vine",0.00159041646561644,721,0.131002288327963
"IWLR-GLM","rangebagging / lobagoc",0.598636214613481,534,0.0273881889405463
"IWLR-GLM","gaussian / rangebagging",0.989838113606876,543,0.00714360219058774
"IWLR-GLM","gaussian / gaussian",0.740471841542067,571,0.0117776659153707
"IWLR-GLM","gaussian / kde",0.769526777618162,521,-0.00463634707453942
"IWLR-GLM","gaussian / vine",0.655615092222223,580,0.0163740124579191
"IWLR-GLM","gaussian / lobagoc",0.730865178428875,572,0.0281414929895406
"IWLR-GLM","kde / rangebagging",0.975157152711856,564,-0.000518417495401935
"IWLR-GLM","kde / gaussian",0.98509277059201,563,0.00516292735472446
"IWLR-GLM","kde / kde",0.955298839264313,566,-0.00334300101183105
"IWLR-GLM","kde / vine",0.817726712055819,580,0.00648283492652635
"IWLR-GLM","kde / lobagoc",0.52081065092559,613,0.0258085258332719
"IWLR-GLM","vine / rangebagging",0.828565665978071,527,-0.00326044771505873
"IWLR-GLM","vine / gaussian",0.789078437825525,523,-0.00639072376541383
"IWLR-GLM","vine / kde",0.818649569968571,526,-0.00632398733175166
"IWLR-GLM","vine / vine",0.84847739207137,529,-0.00179431947759467
"IWLR-GLM","vine / lobagoc",0.741268572176908,588,0.0208897848121046
"IWLR-GLM","lobagoc / rangebagging",0.0432278997843486,642,0.0792644935634776
"IWLR-GLM","lobagoc / gaussian",0.1069395412153,574,0.0688474283193883
"IWLR-GLM","lobagoc / kde",0.0446046923534635,661.5,0.0768894826752403
"IWLR-GLM","lobagoc / vine",0.0547269957693124,595,0.0753500622979234
"IWLR-GLM","lobagoc / lobagoc",0.0248127885976563,720,0.0908315285564107
"IWLR-GLM","rangebagging / none",0.758478011023872,472,0.00056776053318508
"IWLR-GLM","gaussian / none",0.989838113606876,543,0.00712435266096478
"IWLR-GLM","kde / none",0.975157152711856,564,-0.000537054038451168
"IWLR-GLM","vine / none",0.828565665978071,527,-0.00328327746792123
"IWLR-GLM","lobagoc / none",0.094771183019298,578,0.0681144342577397
"IWLR-GLM","ulsif",0.925566407147902,553,0.00614809718590803
"IWLR-GLM","rulsif",0.827421899092841,543,-0.00132845072879695
"IWLR-GLM","maxnet",0.640255167455939,523,-0.0237007555594875
"IWLR-GLM","biomod",0.721299969283027,573,0.00624161559181924
"IWLR-GLM","BRT",0.692866466395955,576,0.00945828903245993
"IWLR-GLM","cforest",0.0766729662305489,683,0.0605741798742148
"IWLR-GLM","cforest weighted",0.196602200350336,646,0.0492747899647098
"IWLR-GLM","Ensemble",0.898648776071853,534,-0.00476861149679775
"IWLR-GLM","GAM",0.683480374816032,577,0.0210673509374134
"IWLR-GLM","GLM",0.714734547153265,515.5,-0.014354424961149
"IWLR-GLM","GLM unweighted",0.772913870082386,521.5,-0.00888145388787964
"IWLR-GLM","IWLR-GAM",0.84847739207137,560,0.0083885919881036
"IWLR-GLM","IWLR-GLM",1,544.5,0
"IWLR-GLM","Lasso",0.943767606928506,550.5,0.00269596601964317
"IWLR-GLM","MARS unweighted",0.289219072798703,628,0.0378129171558811
"IWLR-GLM","MaxEnt",0.838508781124149,528,-0.0106673276040709
"IWLR-GLM","MaxEnt tuned2",0.953979071976198,549.5,0.0016042246137371
"IWLR-GLM","MaxNet",0.858469963623579,530,-0.00959112913252569
"IWLR-GLM","RF",0.00254063858242085,777,0.109180348906402
"IWLR-GLM","RF down-sampled",0.949223066585024,539,0.00361697802691019
"IWLR-GLM","Ridge regression",0.908737756801296,554,0.00395232063889495
"IWLR-GLM","SVM",0.187816342692013,648,0.0610534310513259
"IWLR-GLM","SVM weighted",0.70229929278773,575,0.0316170791059432
"IWLR-GLM","XGBoost",0.371765216050394,615,0.0402960151876257
"Lasso","rangebagging / rangebagging",0.483271445251852,428,-0.0209573049019264
"Lasso","rangebagging / gaussian",0.0220099290859905,661,0.114815549558167
"Lasso","rangebagging / kde",0.143578431227339,602,0.0785596374469391
"Lasso","rangebagging / vine",0.012275557060279,676,0.12830632230832
"Lasso","rangebagging / lobagoc",0.737756579726091,520,0.0246922229209031
"Lasso","gaussian / rangebagging",0.989838113606876,546,0.00444763617094457
"Lasso","gaussian / gaussian",0.858469963623579,559,0.00908169989572749
"Lasso","gaussian / kde",0.798904465279527,524,-0.00733231309418259
"Lasso","gaussian / vine",0.838508781124149,561,0.013678046438276
"Lasso","gaussian / lobagoc",0.721299969283027,573,0.0254455269698974
"Lasso","kde / rangebagging",0.945379177609161,555,-0.0032143835150451
"Lasso","kde / gaussian",0.995030669990971,562,0.00246696133508129
"Lasso","kde / kde",0.886089157954022,549,-0.00603896703147422
"Lasso","kde / vine",0.975157152711856,564,0.00378686890688318
"Lasso","kde / lobagoc",0.68549200884694,594,0.0231125598136287
"Lasso","vine / rangebagging",0.858469963623579,530,-0.0059564137347019
"Lasso","vine / gaussian",0.908737756801296,535,-0.009086689785057
"Lasso","vine / kde",0.818649569968571,526,-0.00901995335139483
"Lasso","vine / vine",0.84847739207137,529,-0.00449028549723784
"Lasso","vine / lobagoc",0.792266784178706,582.5,0.0181938187924614
"Lasso","lobagoc / rangebagging",0.176469402107148,594,0.0765685275438345
"Lasso","lobagoc / gaussian",0.270367682928169,539,0.0661514622997451
"Lasso","lobagoc / kde",0.189351739647312,610,0.0741935166555971
"Lasso","lobagoc / vine",0.196709386475542,552,0.0726540962782802
"Lasso","lobagoc / lobagoc",0.0929426940094305,676,0.0881355625367676
"Lasso","rangebagging / none",0.832267453961818,479,-0.00212820548645809
"Lasso","gaussian / none",0.989838113606876,546,0.00442838664132161
"Lasso","kde / none",0.945379177609161,555,-0.00323302005809434
"Lasso","vine / none",0.858469963623579,530,-0.0059792434875644
"Lasso","lobagoc / none",0.270367682928169,539,0.0654184682380965
"Lasso","ulsif",0.905799077087113,551,0.00345213116626486
"Lasso","rulsif",0.83714310238594,544,-0.00402441674844012
"Lasso","maxnet",0.622511898557088,521,-0.0263967215791306
"Lasso","biomod",0.949223066585024,550,0.00354564957217607
"Lasso","BRT",0.868484949420175,558,0.00676232301281676
"Lasso","cforest",0.179319747311484,650,0.0578782138545716
"Lasso","cforest weighted",0.319400865139808,623,0.0465788239450666
"Lasso","Ensemble",0.828565665978071,527,-0.00746457751644092
"Lasso","GAM",0.918841277458483,553,0.0183713849177702
"Lasso","GLM",0.792615887459473,523.5,-0.0170503909807922
"Lasso","GLM unweighted",0.772923090926906,521.5,-0.0115774199075228
"Lasso","IWLR-GAM",0.989838113606876,546,0.00569262596846043
"Lasso","IWLR-GLM",0.943767606928506,538.5,-0.00269596601964317
"Lasso","Lasso",1,544.5,0
"Lasso","MARS unweighted",0.453110727904313,603.5,0.0351169511362379
"Lasso","MaxEnt",0.802525720411263,524.5,-0.013363293623714
"Lasso","MaxEnt tuned2",0.979536930139422,547,-0.00109174140590607
"Lasso","MaxNet",0.676825077740575,511.5,-0.0122870951521689
"Lasso","RF",0.0169620480235756,730,0.106484382886759
"Lasso","RF down-sampled",0.959368707148424,540,0.000921012007267019
"Lasso","Ridge regression",0.989838113606876,543,0.00125635461925178
"Lasso","SVM",0.301056376668987,626,0.0583574650316827
"Lasso","SVM weighted",0.75011858998249,570,0.0289211130863001
"Lasso","XGBoost",0.436573263647945,606,0.0376000491679825
"MARS unweighted","rangebagging / rangebagging",0.064301027020219,347,-0.0560742560381643
"MARS unweighted","rangebagging / gaussian",0.0580906718055177,633,0.0796985984219289
"MARS unweighted","rangebagging / kde",0.439493428564429,552,0.0434426863107011
"MARS unweighted","rangebagging / vine",0.0294976893683817,653,0.0931893711720821
"MARS unweighted","rangebagging / lobagoc",0.637202406345649,460,-0.0104247282153348
"MARS unweighted","gaussian / rangebagging",0.266483620723994,457,-0.0306693149652933
"MARS unweighted","gaussian / gaussian",0.507358842397517,492,-0.0260352512405104
"MARS unweighted","gaussian / kde",0.16317807651809,435,-0.0424492642304205
"MARS unweighted","gaussian / vine",0.54910631650195,497,-0.0214389046979619
"MARS unweighted","gaussian / lobagoc",0.507358842397517,492,-0.00967142416634048
"MARS unweighted","kde / rangebagging",0.274452757895528,473,-0.038331334651283
"MARS unweighted","kde / gaussian",0.379020603945962,490,-0.0326499898011566
"MARS unweighted","kde / kde",0.274452757895528,473,-0.0411559181677121
"MARS unweighted","kde / vine",0.42104786712808,496,-0.0313300822293547
"MARS unweighted","kde / lobagoc",0.64920431610847,524,-0.0120043913226092
"MARS unweighted","vine / rangebagging",0.201104788125482,444,-0.0410733648709398
"MARS unweighted","vine / gaussian",0.210331510970011,446,-0.0442036409212949
"MARS unweighted","vine / kde",0.21505648693344,447,-0.0441369044876327
"MARS unweighted","vine / vine",0.277695117809364,459,-0.0396072366334758
"MARS unweighted","vine / lobagoc",0.482482585521585,504.5,-0.0169231323437765
"MARS unweighted","lobagoc / rangebagging",0.48971929072588,546,0.0414515764075966
"MARS unweighted","lobagoc / gaussian",0.682130996693933,491,0.0310345111635072
"MARS unweighted","lobagoc / kde",0.530340000141751,559,0.0390765655193592
"MARS unweighted","lobagoc / vine",0.560398068042295,503,0.0375371451420423
"MARS unweighted","lobagoc / lobagoc",0.287113529120117,628,0.0530186114005297
"MARS unweighted","rangebagging / none",0.214582987949443,404,-0.037245156622696
"MARS unweighted","gaussian / none",0.266483620723994,457,-0.0306885644949163
"MARS unweighted","kde / none",0.274452757895528,473,-0.0383499711943323
"MARS unweighted","vine / none",0.201104788125482,444,-0.0410961946238023
"MARS unweighted","lobagoc / none",0.682130996693933,491,0.0303015171018586
"MARS unweighted","ulsif",0.258244764163355,470,-0.0316648199699731
"MARS unweighted","rulsif",0.213596850504377,461,-0.039141367884678
"MARS unweighted","maxnet",0.151892945738258,446,-0.0615136727153686
"MARS unweighted","biomod",0.451800017411947,485,-0.0315713015640618
"MARS unweighted","BRT",0.566260836855119,499,-0.0283546281234212
"MARS unweighted","cforest",0.407011267348335,610,0.0227612627183337
"MARS unweighted","cforest weighted",0.664853451054568,579,0.0114618728088287
"MARS unweighted","Ensemble",0.277695117809364,459,-0.0425815286526788
"MARS unweighted","GAM",0.507358842397517,492,-0.0167455662184677
"MARS unweighted","GLM",0.256365072962601,455.5,-0.0521673421170301
"MARS unweighted","GLM unweighted",0.171108405436557,437,-0.0466943710437607
"MARS unweighted","IWLR-GAM",0.385633595159642,476,-0.0294243251677775
"MARS unweighted","IWLR-GLM",0.289219072798703,461,-0.0378129171558811
"MARS unweighted","Lasso",0.453110727904313,485.5,-0.0351169511362379
"MARS unweighted","MARS unweighted",1,544.5,0
"MARS unweighted","MaxEnt",0.277695117809364,459,-0.0484802447599519
"MARS unweighted","MaxEnt tuned2",0.453110727904313,485.5,-0.036208692542144
"MARS unweighted","MaxNet",0.205681081961385,445,-0.0474040462884068
"MARS unweighted","RF",0.0435420671725315,702,0.0713674317505212
"MARS unweighted","RF down-sampled",0.392683122879993,477,-0.0341959391289709
"MARS unweighted","Ridge regression",0.451800017411947,485,-0.0338605965169861
"MARS unweighted","SVM",0.75980403685992,569,0.0232405138954448
"MARS unweighted","SVM weighted",0.721299969283027,516,-0.00619583804993784
"MARS unweighted","XGBoost",0.959368707148424,549,0.00248309803174462
"MaxEnt","rangebagging / rangebagging",0.613935273411204,442,-0.00759401127821235
"MaxEnt","rangebagging / gaussian",0.00712427337115375,689,0.128178843181881
"MaxEnt","rangebagging / kde",0.0562563948446105,634,0.0919229310706531
"MaxEnt","rangebagging / vine",0.00286899886840993,709,0.141669615932034
"MaxEnt","rangebagging / lobagoc",0.481142590622114,547,0.0380555165446171
"MaxEnt","gaussian / rangebagging",0.828565665978071,562,0.0178109297946586
"MaxEnt","gaussian / gaussian",0.646428413952394,581,0.0224449935194415
"MaxEnt","gaussian / kde",0.928957739766869,537,0.00603098052953144
"MaxEnt","gaussian / vine",0.674142287153622,578,0.02704134006199
"MaxEnt","gaussian / lobagoc",0.515574812597246,596,0.0388088205936115
"MaxEnt","kde / rangebagging",0.905799077087113,571,0.0101489101086689
"MaxEnt","kde / gaussian",0.769690012520115,585,0.0158302549587953
"MaxEnt","kde / kde",0.886089157954022,573,0.0073243265922398
"MaxEnt","kde / vine",0.703914463493095,592,0.0171501625305972
"MaxEnt","kde / lobagoc",0.465653969181803,620,0.0364758534373427
"MaxEnt","vine / rangebagging",0.989838113606876,543,0.00740687988901212
"MaxEnt","vine / gaussian",0.989838113606876,546,0.00427660383865702
"MaxEnt","vine / kde",0.979677852945431,542,0.0043433402723192
"MaxEnt","vine / vine",0.949223066585024,550,0.00887300812647618
"MaxEnt","vine / lobagoc",0.587674598369149,605,0.0315571124161754
"MaxEnt","lobagoc / rangebagging",0.0562563948446105,634,0.0899318211675485
"MaxEnt","lobagoc / gaussian",0.113464314639204,572,0.0795147559234591
"MaxEnt","lobagoc / kde",0.0543218060405906,655,0.0875568102793112
"MaxEnt","lobagoc / vine",0.0863832523101044,581,0.0860173899019943
"MaxEnt","lobagoc / lobagoc",0.0292439783914142,715,0.101498856160482
"MaxEnt","rangebagging / none",0.983649258889495,497,0.0112350881372559
"MaxEnt","gaussian / none",0.818649569968571,563,0.0177916802650356
"MaxEnt","kde / none",0.905799077087113,571,0.0101302735656197
"MaxEnt","vine / none",0.989838113606876,543,0.00738405013614962
"MaxEnt","lobagoc / none",0.131126256701091,567,0.0787817618618105
"MaxEnt","ulsif",0.905799077087113,571,0.0168154247899789
"MaxEnt","rulsif",0.995030669990971,562,0.0093388768752739
"MaxEnt","maxnet",0.741268572176908,534,-0.0130334279554166
"MaxEnt","biomod",0.733968069064192,571.5,0.0169089431958901
"MaxEnt","BRT",0.63729459668291,582,0.0201256166365308
"MaxEnt","cforest",0.0811070481857998,681,0.0712415074782856
"MaxEnt","cforest weighted",0.130845099143798,663,0.0599421175687807
"MaxEnt","Ensemble",0.989838113606876,543,0.00589871610727311
"MaxEnt","GAM",0.54910631650195,592,0.0317346785414843
"MaxEnt","GLM",1,544,-0.00368709735707817
"MaxEnt","GLM unweighted",0.964198097392459,540.5,0.00178587371619121
"MaxEnt","IWLR-GAM",0.84847739207137,560,0.0190559195921745
"MaxEnt","IWLR-GLM",0.838508781124149,561,0.0106673276040709
"MaxEnt","Lasso",0.802525720411263,564.5,0.013363293623714
"MaxEnt","MARS unweighted",0.277695117809364,630,0.0484802447599519
"MaxEnt","MaxEnt",1,544.5,0
"MaxEnt","MaxEnt tuned2",0.892882047927764,555.5,0.012271552217808
"MaxEnt","MaxNet",0.974423006965083,541.5,0.00107619847154516
"MaxEnt","RF",0.00265705364947906,776,0.119847676510473
"MaxEnt","RF down-sampled",0.868484949420175,558,0.014284305630981
"MaxEnt","Ridge regression",0.75980403685992,569,0.0146196482429658
"MaxEnt","SVM",0.192172872661901,647,0.0717207586553967
"MaxEnt","SVM weighted",0.54910631650195,592,0.0422844067100141
"MaxEnt","XGBoost",0.301056376668987,626,0.0509633427916966
"MaxEnt tuned2","rangebagging / rangebagging",0.465901146683855,426,-0.0198655634960203
"MaxEnt tuned2","rangebagging / gaussian",0.0155912022892802,670,0.115907290964073
"MaxEnt tuned2","rangebagging / kde",0.106201324191191,613,0.0796513788528451
"MaxEnt tuned2","rangebagging / vine",0.00743836249866046,688,0.129398063714226
"MaxEnt tuned2","rangebagging / lobagoc",0.707027663969608,523,0.0257839643268092
"MaxEnt tuned2","gaussian / rangebagging",0.928957739766869,552,0.00553937757685063
"MaxEnt tuned2","gaussian / gaussian",0.789078437825525,566,0.0101734413016336
"MaxEnt tuned2","gaussian / kde",0.798904465279527,524,-0.00624057168827652
"MaxEnt tuned2","gaussian / vine",0.858469963623579,559,0.014769787844182
"MaxEnt tuned2","gaussian / lobagoc",0.628214797561448,583,0.0265372683758035
"MaxEnt tuned2","kde / rangebagging",0.935467863931565,554,-0.00212264210913904
"MaxEnt tuned2","kde / gaussian",0.995030669990971,562,0.00355870274098735
"MaxEnt tuned2","kde / kde",0.915676311742941,552,-0.00494722562556815
"MaxEnt tuned2","kde / vine",0.975157152711856,564,0.00487861031278924
"MaxEnt tuned2","kde / lobagoc",0.61371989202214,602,0.0242043012195348
"MaxEnt tuned2","vine / rangebagging",0.888575926722445,533,-0.00486467232879584
"MaxEnt tuned2","vine / gaussian",0.838508781124149,528,-0.00799494837915093
"MaxEnt tuned2","vine / kde",0.798904465279527,524,-0.00792821194548876
"MaxEnt tuned2","vine / vine",0.868484949420175,531,-0.00339854409133178
"MaxEnt tuned2","vine / lobagoc",0.811659642836108,580.5,0.0192855601983675
"MaxEnt tuned2","lobagoc / rangebagging",0.12551422294184,607,0.0776602689497405
"MaxEnt tuned2","lobagoc / gaussian",0.223108684869317,547,0.0672432037056512
"MaxEnt tuned2","lobagoc / kde",0.116477449127344,629,0.0752852580615032
"MaxEnt tuned2","lobagoc / vine",0.146708621345765,563,0.0737458376841863
"MaxEnt tuned2","lobagoc / lobagoc",0.0767521046618496,683,0.0892273039426736
"MaxEnt tuned2","rangebagging / none",0.789879047835119,475,-0.00103646408055202
"MaxEnt tuned2","gaussian / none",0.928957739766869,552,0.00552012804722768
"MaxEnt tuned2","kde / none",0.945379177609161,555,-0.00214127865218827
"MaxEnt tuned2","vine / none",0.888575926722445,533,-0.00488750208165833
"MaxEnt tuned2","lobagoc / none",0.234337703900733,545,0.0665102096440026
"MaxEnt tuned2","ulsif",0.945379177609161,555,0.00454387257217093
"MaxEnt tuned2","rulsif",0.808058953562202,541,-0.00293267534253405
"MaxEnt tuned2","maxnet",0.61371989202214,520,-0.0253049801732246
"MaxEnt tuned2","biomod",0.878520792641654,557,0.00463739097808213
"MaxEnt tuned2","BRT",0.798904465279527,565,0.00785406441872283
"MaxEnt tuned2","cforest",0.155524303649437,656,0.0589699552604777
"MaxEnt tuned2","cforest weighted",0.283417973530738,629,0.0476705653509727
"MaxEnt tuned2","Ensemble",0.872638855094702,531.5,-0.00637283611053485
"MaxEnt tuned2","GAM",0.779285390633631,567,0.0194631263236763
"MaxEnt tuned2","GLM",0.753357136474,519.5,-0.0159586495748861
"MaxEnt tuned2","GLM unweighted",0.772923090926906,521.5,-0.0104856785016167
"MaxEnt tuned2","IWLR-GAM",0.989838113606876,543,0.0067843673743665
"MaxEnt tuned2","IWLR-GLM",0.953979071976198,539.5,-0.0016042246137371
"MaxEnt tuned2","Lasso",0.979536930139422,542,0.00109174140590607
"MaxEnt tuned2","MARS unweighted",0.453110727904313,603.5,0.036208692542144
"MaxEnt tuned2","MaxEnt",0.892882047927764,533.5,-0.012271552217808
"MaxEnt tuned2","MaxEnt tuned2",1,544.5,0
"MaxEnt tuned2","MaxNet",0.772923090926906,521.5,-0.0111953537462628
"MaxEnt tuned2","RF",0.0175836324079862,729,0.107576124292665
"MaxEnt tuned2","RF down-sampled",0.949223066585024,539,0.00201275341317309
"MaxEnt tuned2","Ridge regression",0.989838113606876,543,0.00234809602515784
"MaxEnt tuned2","SVM",0.260994663492582,633,0.0594492064375888
"MaxEnt tuned2","SVM weighted",0.740471841542067,571,0.0300128544922061
"MaxEnt tuned2","XGBoost",0.3998091287035,611,0.0386917905738886
"MaxNet","rangebagging / rangebagging",0.613935273411204,442,-0.00867020974975752
"MaxNet","rangebagging / gaussian",0.00457213640479108,699,0.127102644710336
"MaxNet","rangebagging / kde",0.0316754924174022,651,0.0908467325991079
"MaxNet","rangebagging / vine",0.000851419692494562,733,0.140593417460489
"MaxNet","rangebagging / lobagoc",0.481142590622114,547,0.036979318073072
"MaxNet","gaussian / rangebagging",0.858469963623579,559,0.0167347313231134
"MaxNet","gaussian / gaussian",0.619190150028434,584,0.0213687950478963
"MaxNet","gaussian / kde",1,544,0.00495478205798627
"MaxNet","gaussian / vine",0.628214797561448,583,0.0259651415904448
"MaxNet","gaussian / lobagoc",0.532208671867011,594,0.0377326221220663
"MaxNet","kde / rangebagging",0.788811309938131,583,0.00907271163712375
"MaxNet","kde / gaussian",0.773001605525786,584.5,0.0147540564872501
"MaxNet","kde / kde",0.821400388624642,579.5,0.00624812812069464
"MaxNet","kde / vine",0.640255167455939,599,0.016073964059052
"MaxNet","kde / lobagoc",0.392737995559842,630,0.0353996549657976
"MaxNet","vine / rangebagging",0.969520842981266,548,0.00633068141746695
"MaxNet","vine / gaussian",0.969520842981266,548,0.00320040536711186
"MaxNet","vine / kde",0.989838113606876,543,0.00326714180077403
"MaxNet","vine / vine",0.918841277458483,553,0.00779680965493101
